Well,ID,target_name,Amp Score,Amp Status,Task,Cq,Cq_mean,Cq Standard Deviation,Quantity,quantity_mean,Quantity Standard Deviation,Intercept,R-Squared,Slope,Efficiency,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Omit,Plate
B11,311,DWV,1.325,Amp,UNKNOWN,31.222,31.449,0.322,13.333,11.632,2.406,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,26,FALSE,27
B12,312,DWV,1.331,Amp,UNKNOWN,27.794,27.731,0.089,122.692,127.877,7.333,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,23,FALSE,27
C1,301,ACTIN,1.446,Amp,UNKNOWN,15.323,15.281,0.059,846027.44,869261.75,32858.28,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
C2,302,ACTIN,1.45,Amp,UNKNOWN,15.194,15.142,0.074,918984,951013.2,45296.1,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
C3,303,ACTIN,1.456,Amp,UNKNOWN,15.717,15.701,0.022,656852.94,663530.44,9443.382,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,10,FALSE,27
C4,304,ACTIN,1.459,Amp,UNKNOWN,15.17,15.163,0.009,933467.4,937303.9,5425.625,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
C5,305,ACTIN,1.471,Amp,UNKNOWN,14.849,14.861,0.018,1147505.9,1138054.8,13365.938,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
C6,306,ACTIN,1.448,Amp,UNKNOWN,15.057,15.039,0.025,1003632.4,1015214.9,16380.1,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
C7,307,ACTIN,1.456,Amp,UNKNOWN,15.153,15.137,0.023,943711.6,953533.94,13890.849,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
C8,308,ACTIN,1.443,Amp,UNKNOWN,15.441,15.429,0.017,784170.6,790303.6,8673.362,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,10,FALSE,27
C9,309,ACTIN,1.464,Amp,UNKNOWN,15.636,15.608,0.039,691923,704418.4,17671.115,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,10,FALSE,27
C10,310,ACTIN,1.444,Amp,UNKNOWN,15.524,15.556,0.045,743464.56,728493.06,21172.918,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
C11,311,ACTIN,1.457,Amp,UNKNOWN,15.084,15.054,0.041,986624.75,1005505.8,26701.826,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
C12,312,ACTIN,1.438,Amp,UNKNOWN,15.254,15.234,0.027,884624.9,895645.6,15585.734,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
D1,301,ACTIN,1.452,Amp,UNKNOWN,15.24,15.281,0.059,892496.06,869261.75,32858.28,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
D2,302,ACTIN,1.465,Amp,UNKNOWN,15.089,15.142,0.074,983042.4,951013.2,45296.1,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
D3,303,ACTIN,1.454,Amp,UNKNOWN,15.686,15.701,0.022,670207.9,663530.44,9443.382,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,10,FALSE,27
D4,304,ACTIN,1.469,Amp,UNKNOWN,15.157,15.163,0.009,941140.4,937303.9,5425.625,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
D5,305,ACTIN,1.456,Amp,UNKNOWN,14.874,14.861,0.018,1128603.6,1138054.8,13365.938,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
D6,306,ACTIN,1.474,Amp,UNKNOWN,15.022,15.039,0.025,1026797.3,1015214.9,16380.1,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
D7,307,ACTIN,1.458,Amp,UNKNOWN,15.121,15.137,0.023,963356.25,953533.94,13890.849,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
D8,308,ACTIN,1.455,Amp,UNKNOWN,15.417,15.429,0.017,796436.6,790303.6,8673.362,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,10,FALSE,27
D9,309,ACTIN,1.45,Amp,UNKNOWN,15.581,15.608,0.039,716913.75,704418.4,17671.115,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
D10,310,ACTIN,1.462,Amp,UNKNOWN,15.588,15.556,0.045,713521.56,728493.06,21172.918,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,10,FALSE,27
D11,311,ACTIN,1.455,Amp,UNKNOWN,15.025,15.054,0.041,1024386.9,1005505.8,26701.826,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
D12,312,ACTIN,1.457,Amp,UNKNOWN,15.215,15.234,0.027,906666.44,895645.6,15585.734,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,9,FALSE,27
